Car No	Destination of block	Inbound Train No	ArrivalDay No	arriving time at receivingarea	Receiving track No	Starting time of humping job	    Ending time of humping job	Departure Day No	Pull back engine No	Starting time of pull back job	Ending time of pull back job	Departure time at departure area	    outbound Train No	Departure track No
14	AW	i81	4	Day4,12:28	R3	Day4,13:34	Day4,14:1	4	1	Day4,17:21	Day4,17:31	Day4,18:16	o340	D1
22	AW	i81	4	Day4,12:28	R3	Day4,13:34	Day4,14:1	4	1	Day4,17:21	Day4,17:31	Day4,18:16	o340	D1
31	AW	i81	4	Day4,12:28	R3	Day4,13:34	Day4,14:1	4	1	Day4,17:21	Day4,17:31	Day4,18:16	o340	D1
32	AW	i81	4	Day4,12:28	R3	Day4,13:34	Day4,14:1	4	1	Day4,17:21	Day4,17:31	Day4,18:16	o340	D1
43	AW	i81	4	Day4,12:28	R3	Day4,13:34	Day4,14:1	4	1	Day4,17:21	Day4,17:31	Day4,18:16	o340	D1
60	AW	i81	4	Day4,12:28	R3	Day4,13:34	Day4,14:1	4	1	Day4,17:21	Day4,17:31	Day4,18:16	o340	D1
18	AW	i76	4	Day4,7:24	R2	Day4,14:11	Day4,14:25	4	1	Day4,17:21	Day4,17:31	Day4,18:16	o340	D1
2	AW	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	1	Day4,17:21	Day4,17:31	Day4,18:16	o340	D1
21	AW	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	1	Day4,17:21	Day4,17:31	Day4,18:16	o340	D1
38	AW	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	1	Day4,17:21	Day4,17:31	Day4,18:16	o340	D1
67	AW	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	1	Day4,17:21	Day4,17:31	Day4,18:16	o340	D1
68	AW	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	1	Day4,17:21	Day4,17:31	Day4,18:16	o340	D1
72	AW	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	1	Day4,17:21	Day4,17:31	Day4,18:16	o340	D1
79	AW	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	1	Day4,17:21	Day4,17:31	Day4,18:16	o340	D1
87	AW	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	1	Day4,17:21	Day4,17:31	Day4,18:16	o340	D1
92	AW	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	1	Day4,17:21	Day4,17:31	Day4,18:16	o340	D1
97	AW	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	1	Day4,17:21	Day4,17:31	Day4,18:16	o340	D1
107	AW	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	1	Day4,17:21	Day4,17:31	Day4,18:16	o340	D1
1	AF	i75	4	Day4,6:15	R1	Day4,11:32	Day4,11:55	4	2	Day4,17:21	Day4,17:31	Day4,18:26	o341	D2
22	AF	i75	4	Day4,6:15	R1	Day4,11:32	Day4,11:55	4	2	Day4,17:21	Day4,17:31	Day4,18:26	o341	D2
29	AF	i75	4	Day4,6:15	R1	Day4,11:32	Day4,11:55	4	2	Day4,17:21	Day4,17:31	Day4,18:26	o341	D2
28	AF	i80	4	Day4,10:7	R10	Day4,12:5	Day4,12:28	4	2	Day4,17:21	Day4,17:31	Day4,18:26	o341	D2
35	AF	i78	4	Day4,8:47	R4	Day4,12:38	Day4,12:56	4	2	Day4,17:21	Day4,17:31	Day4,18:26	o341	D2
4	AF	i73	4	Day4,5:48	R9	Day4,13:6	Day4,13:24	4	2	Day4,17:21	Day4,17:31	Day4,18:26	o341	D2
18	AF	i73	4	Day4,5:48	R9	Day4,13:6	Day4,13:24	4	2	Day4,17:21	Day4,17:31	Day4,18:26	o341	D2
4	AF	i81	4	Day4,12:28	R3	Day4,13:34	Day4,14:1	4	2	Day4,17:21	Day4,17:31	Day4,18:26	o341	D2
7	AF	i81	4	Day4,12:28	R3	Day4,13:34	Day4,14:1	4	2	Day4,17:21	Day4,17:31	Day4,18:26	o341	D2
13	AF	i81	4	Day4,12:28	R3	Day4,13:34	Day4,14:1	4	2	Day4,17:21	Day4,17:31	Day4,18:26	o341	D2
15	AF	i81	4	Day4,12:28	R3	Day4,13:34	Day4,14:1	4	2	Day4,17:21	Day4,17:31	Day4,18:26	o341	D2
41	AF	i81	4	Day4,12:28	R3	Day4,13:34	Day4,14:1	4	2	Day4,17:21	Day4,17:31	Day4,18:26	o341	D2
52	AF	i81	4	Day4,12:28	R3	Day4,13:34	Day4,14:1	4	2	Day4,17:21	Day4,17:31	Day4,18:26	o341	D2
59	AF	i81	4	Day4,12:28	R3	Day4,13:34	Day4,14:1	4	2	Day4,17:21	Day4,17:31	Day4,18:26	o341	D2
7	AF	i76	4	Day4,7:24	R2	Day4,14:11	Day4,14:25	4	2	Day4,17:21	Day4,17:31	Day4,18:26	o341	D2
24	AF	i76	4	Day4,7:24	R2	Day4,14:11	Day4,14:25	4	2	Day4,17:21	Day4,17:31	Day4,18:26	o341	D2
26	AF	i76	4	Day4,7:24	R2	Day4,14:11	Day4,14:25	4	2	Day4,17:21	Day4,17:31	Day4,18:26	o341	D2
29	AF	i76	4	Day4,7:24	R2	Day4,14:11	Day4,14:25	4	2	Day4,17:21	Day4,17:31	Day4,18:26	o341	D2
6	AF	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	2	Day4,17:21	Day4,17:31	Day4,18:26	o341	D2
20	AF	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	2	Day4,17:21	Day4,17:31	Day4,18:26	o341	D2
24	AF	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	2	Day4,17:21	Day4,17:31	Day4,18:26	o341	D2
28	AF	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	2	Day4,17:21	Day4,17:31	Day4,18:26	o341	D2
45	AF	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	2	Day4,17:21	Day4,17:31	Day4,18:26	o341	D2
50	AF	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	2	Day4,17:21	Day4,17:31	Day4,18:26	o341	D2
100	AF	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	2	Day4,17:21	Day4,17:31	Day4,18:26	o341	D2
16	AP	i75	4	Day4,6:15	R1	Day4,11:32	Day4,11:55	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
24	AP	i75	4	Day4,6:15	R1	Day4,11:32	Day4,11:55	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
8	AP	i80	4	Day4,10:7	R10	Day4,12:5	Day4,12:28	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
18	AP	i80	4	Day4,10:7	R10	Day4,12:5	Day4,12:28	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
26	AP	i80	4	Day4,10:7	R10	Day4,12:5	Day4,12:28	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
27	AP	i80	4	Day4,10:7	R10	Day4,12:5	Day4,12:28	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
30	AP	i80	4	Day4,10:7	R10	Day4,12:5	Day4,12:28	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
35	AP	i80	4	Day4,10:7	R10	Day4,12:5	Day4,12:28	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
44	AP	i80	4	Day4,10:7	R10	Day4,12:5	Day4,12:28	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
2	AP	i78	4	Day4,8:47	R4	Day4,12:38	Day4,12:56	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
13	AP	i78	4	Day4,8:47	R4	Day4,12:38	Day4,12:56	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
19	AP	i78	4	Day4,8:47	R4	Day4,12:38	Day4,12:56	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
24	AP	i78	4	Day4,8:47	R4	Day4,12:38	Day4,12:56	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
36	AP	i78	4	Day4,8:47	R4	Day4,12:38	Day4,12:56	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
38	AP	i73	4	Day4,5:48	R9	Day4,13:6	Day4,13:24	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
3	AP	i81	4	Day4,12:28	R3	Day4,13:34	Day4,14:1	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
5	AP	i81	4	Day4,12:28	R3	Day4,13:34	Day4,14:1	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
8	AP	i81	4	Day4,12:28	R3	Day4,13:34	Day4,14:1	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
10	AP	i81	4	Day4,12:28	R3	Day4,13:34	Day4,14:1	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
9	AP	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
40	AP	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
76	AP	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
77	AP	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
83	AP	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
31	AJ	i75	4	Day4,6:15	R1	Day4,11:32	Day4,11:55	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
34	AJ	i75	4	Day4,6:15	R1	Day4,11:32	Day4,11:55	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
49	AJ	i75	4	Day4,6:15	R1	Day4,11:32	Day4,11:55	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
5	AJ	i80	4	Day4,10:7	R10	Day4,12:5	Day4,12:28	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
18	AJ	i78	4	Day4,8:47	R4	Day4,12:38	Day4,12:56	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
30	AJ	i78	4	Day4,8:47	R4	Day4,12:38	Day4,12:56	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
38	AJ	i78	4	Day4,8:47	R4	Day4,12:38	Day4,12:56	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
19	AJ	i73	4	Day4,5:48	R9	Day4,13:6	Day4,13:24	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
23	AJ	i73	4	Day4,5:48	R9	Day4,13:6	Day4,13:24	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
26	AJ	i73	4	Day4,5:48	R9	Day4,13:6	Day4,13:24	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
16	AJ	i81	4	Day4,12:28	R3	Day4,13:34	Day4,14:1	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
53	AJ	i81	4	Day4,12:28	R3	Day4,13:34	Day4,14:1	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
34	AJ	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
51	AJ	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
57	AJ	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
59	AJ	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
109	AJ	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	1	Day4,17:31	Day4,17:56	Day4,18:41	o342	D3
23	AY	i75	4	Day4,6:15	R1	Day4,11:32	Day4,11:55	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
33	AY	i75	4	Day4,6:15	R1	Day4,11:32	Day4,11:55	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
14	AY	i80	4	Day4,10:7	R10	Day4,12:5	Day4,12:28	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
16	AY	i78	4	Day4,8:47	R4	Day4,12:38	Day4,12:56	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
25	AY	i78	4	Day4,8:47	R4	Day4,12:38	Day4,12:56	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
28	AY	i78	4	Day4,8:47	R4	Day4,12:38	Day4,12:56	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
31	AY	i78	4	Day4,8:47	R4	Day4,12:38	Day4,12:56	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
40	AY	i78	4	Day4,8:47	R4	Day4,12:38	Day4,12:56	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
20	AY	i73	4	Day4,5:48	R9	Day4,13:6	Day4,13:24	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
28	AY	i73	4	Day4,5:48	R9	Day4,13:6	Day4,13:24	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
32	AY	i73	4	Day4,5:48	R9	Day4,13:6	Day4,13:24	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
36	AY	i73	4	Day4,5:48	R9	Day4,13:6	Day4,13:24	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
20	AY	i81	4	Day4,12:28	R3	Day4,13:34	Day4,14:1	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
46	AY	i81	4	Day4,12:28	R3	Day4,13:34	Day4,14:1	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
55	AY	i81	4	Day4,12:28	R3	Day4,13:34	Day4,14:1	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
10	AY	i76	4	Day4,7:24	R2	Day4,14:11	Day4,14:25	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
23	AY	i76	4	Day4,7:24	R2	Day4,14:11	Day4,14:25	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
30	AY	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
66	AY	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
88	AY	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
90	AY	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
95	AY	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
108	AY	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
2	AR	i75	4	Day4,6:15	R1	Day4,11:32	Day4,11:55	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
6	AR	i75	4	Day4,6:15	R1	Day4,11:32	Day4,11:55	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
39	AR	i75	4	Day4,6:15	R1	Day4,11:32	Day4,11:55	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
7	AR	i78	4	Day4,8:47	R4	Day4,12:38	Day4,12:56	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
8	AR	i78	4	Day4,8:47	R4	Day4,12:38	Day4,12:56	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
11	AR	i73	4	Day4,5:48	R9	Day4,13:6	Day4,13:24	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
21	AR	i73	4	Day4,5:48	R9	Day4,13:6	Day4,13:24	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
27	AR	i81	4	Day4,12:28	R3	Day4,13:34	Day4,14:1	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
39	AR	i81	4	Day4,12:28	R3	Day4,13:34	Day4,14:1	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
50	AR	i81	4	Day4,12:28	R3	Day4,13:34	Day4,14:1	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
17	AR	i76	4	Day4,7:24	R2	Day4,14:11	Day4,14:25	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
28	AR	i76	4	Day4,7:24	R2	Day4,14:11	Day4,14:25	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
8	AR	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
11	AR	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
46	AR	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
47	AR	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
80	AR	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	2	Day4,17:31	Day4,17:56	Day4,18:51	o343	D4
23	AV	i72	4	Day4,5:16	R5	Day4,10:55	Day4,11:22	4	1	Day4,17:56	Day4,18:21	Day4,19:6	o344	D5
44	AV	i72	4	Day4,5:16	R5	Day4,10:55	Day4,11:22	4	1	Day4,17:56	Day4,18:21	Day4,19:6	o344	D5
5	AV	i75	4	Day4,6:15	R1	Day4,11:32	Day4,11:55	4	1	Day4,17:56	Day4,18:21	Day4,19:6	o344	D5
9	AV	i75	4	Day4,6:15	R1	Day4,11:32	Day4,11:55	4	1	Day4,17:56	Day4,18:21	Day4,19:6	o344	D5
21	AV	i75	4	Day4,6:15	R1	Day4,11:32	Day4,11:55	4	1	Day4,17:56	Day4,18:21	Day4,19:6	o344	D5
25	AV	i75	4	Day4,6:15	R1	Day4,11:32	Day4,11:55	4	1	Day4,17:56	Day4,18:21	Day4,19:6	o344	D5
35	AV	i75	4	Day4,6:15	R1	Day4,11:32	Day4,11:55	4	1	Day4,17:56	Day4,18:21	Day4,19:6	o344	D5
22	AV	i80	4	Day4,10:7	R10	Day4,12:5	Day4,12:28	4	1	Day4,17:56	Day4,18:21	Day4,19:6	o344	D5
29	AV	i80	4	Day4,10:7	R10	Day4,12:5	Day4,12:28	4	1	Day4,17:56	Day4,18:21	Day4,19:6	o344	D5
38	AV	i80	4	Day4,10:7	R10	Day4,12:5	Day4,12:28	4	1	Day4,17:56	Day4,18:21	Day4,19:6	o344	D5
41	AV	i80	4	Day4,10:7	R10	Day4,12:5	Day4,12:28	4	1	Day4,17:56	Day4,18:21	Day4,19:6	o344	D5
34	AV	i78	4	Day4,8:47	R4	Day4,12:38	Day4,12:56	4	1	Day4,17:56	Day4,18:21	Day4,19:6	o344	D5
37	AV	i78	4	Day4,8:47	R4	Day4,12:38	Day4,12:56	4	1	Day4,17:56	Day4,18:21	Day4,19:6	o344	D5
2	AV	i73	4	Day4,5:48	R9	Day4,13:6	Day4,13:24	4	1	Day4,17:56	Day4,18:21	Day4,19:6	o344	D5
7	AV	i73	4	Day4,5:48	R9	Day4,13:6	Day4,13:24	4	1	Day4,17:56	Day4,18:21	Day4,19:6	o344	D5
24	AV	i73	4	Day4,5:48	R9	Day4,13:6	Day4,13:24	4	1	Day4,17:56	Day4,18:21	Day4,19:6	o344	D5
12	AV	i81	4	Day4,12:28	R3	Day4,13:34	Day4,14:1	4	1	Day4,17:56	Day4,18:21	Day4,19:6	o344	D5
36	AV	i81	4	Day4,12:28	R3	Day4,13:34	Day4,14:1	4	1	Day4,17:56	Day4,18:21	Day4,19:6	o344	D5
14	AV	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	1	Day4,17:56	Day4,18:21	Day4,19:6	o344	D5
27	AV	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	1	Day4,17:56	Day4,18:21	Day4,19:6	o344	D5
60	AV	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	1	Day4,17:56	Day4,18:21	Day4,19:6	o344	D5
25	AZ	i72	4	Day4,5:16	R5	Day4,10:55	Day4,11:22	4	1	Day4,17:56	Day4,18:21	Day4,19:6	o344	D5
11	AZ	i78	4	Day4,8:47	R4	Day4,12:38	Day4,12:56	4	1	Day4,17:56	Day4,18:21	Day4,19:6	o344	D5
56	AZ	i81	4	Day4,12:28	R3	Day4,13:34	Day4,14:1	4	1	Day4,17:56	Day4,18:21	Day4,19:6	o344	D5
10	AZ	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	1	Day4,17:56	Day4,18:21	Day4,19:6	o344	D5
37	AZ	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	1	Day4,17:56	Day4,18:21	Day4,19:6	o344	D5
71	AZ	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	1	Day4,17:56	Day4,18:21	Day4,19:6	o344	D5
99	AZ	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	1	Day4,17:56	Day4,18:21	Day4,19:6	o344	D5
17	AH	i75	4	Day4,6:15	R1	Day4,11:32	Day4,11:55	4	2	Day4,17:56	Day4,18:21	Day4,19:16	o345	D6
3	AH	i80	4	Day4,10:7	R10	Day4,12:5	Day4,12:28	4	2	Day4,17:56	Day4,18:21	Day4,19:16	o345	D6
16	AH	i80	4	Day4,10:7	R10	Day4,12:5	Day4,12:28	4	2	Day4,17:56	Day4,18:21	Day4,19:16	o345	D6
25	AH	i80	4	Day4,10:7	R10	Day4,12:5	Day4,12:28	4	2	Day4,17:56	Day4,18:21	Day4,19:16	o345	D6
48	AH	i80	4	Day4,10:7	R10	Day4,12:5	Day4,12:28	4	2	Day4,17:56	Day4,18:21	Day4,19:16	o345	D6
50	AH	i80	4	Day4,10:7	R10	Day4,12:5	Day4,12:28	4	2	Day4,17:56	Day4,18:21	Day4,19:16	o345	D6
6	AH	i78	4	Day4,8:47	R4	Day4,12:38	Day4,12:56	4	2	Day4,17:56	Day4,18:21	Day4,19:16	o345	D6
12	AH	i78	4	Day4,8:47	R4	Day4,12:38	Day4,12:56	4	2	Day4,17:56	Day4,18:21	Day4,19:16	o345	D6
12	AH	i73	4	Day4,5:48	R9	Day4,13:6	Day4,13:24	4	2	Day4,17:56	Day4,18:21	Day4,19:16	o345	D6
14	AH	i73	4	Day4,5:48	R9	Day4,13:6	Day4,13:24	4	2	Day4,17:56	Day4,18:21	Day4,19:16	o345	D6
21	AH	i81	4	Day4,12:28	R3	Day4,13:34	Day4,14:1	4	2	Day4,17:56	Day4,18:21	Day4,19:16	o345	D6
26	AH	i81	4	Day4,12:28	R3	Day4,13:34	Day4,14:1	4	2	Day4,17:56	Day4,18:21	Day4,19:16	o345	D6
34	AH	i81	4	Day4,12:28	R3	Day4,13:34	Day4,14:1	4	2	Day4,17:56	Day4,18:21	Day4,19:16	o345	D6
57	AH	i81	4	Day4,12:28	R3	Day4,13:34	Day4,14:1	4	2	Day4,17:56	Day4,18:21	Day4,19:16	o345	D6
16	AH	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	2	Day4,17:56	Day4,18:21	Day4,19:16	o345	D6
54	AH	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	2	Day4,17:56	Day4,18:21	Day4,19:16	o345	D6
61	AH	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	2	Day4,17:56	Day4,18:21	Day4,19:16	o345	D6
65	AH	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	2	Day4,17:56	Day4,18:21	Day4,19:16	o345	D6
96	AH	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	2	Day4,17:56	Day4,18:21	Day4,19:16	o345	D6
18	AK	i75	4	Day4,6:15	R1	Day4,11:32	Day4,11:55	4	2	Day4,17:56	Day4,18:21	Day4,19:16	o345	D6
46	AK	i75	4	Day4,6:15	R1	Day4,11:32	Day4,11:55	4	2	Day4,17:56	Day4,18:21	Day4,19:16	o345	D6
4	AK	i80	4	Day4,10:7	R10	Day4,12:5	Day4,12:28	4	2	Day4,17:56	Day4,18:21	Day4,19:16	o345	D6
49	AK	i80	4	Day4,10:7	R10	Day4,12:5	Day4,12:28	4	2	Day4,17:56	Day4,18:21	Day4,19:16	o345	D6
14	AK	i78	4	Day4,8:47	R4	Day4,12:38	Day4,12:56	4	2	Day4,17:56	Day4,18:21	Day4,19:16	o345	D6
35	AK	i73	4	Day4,5:48	R9	Day4,13:6	Day4,13:24	4	2	Day4,17:56	Day4,18:21	Day4,19:16	o345	D6
6	AK	i81	4	Day4,12:28	R3	Day4,13:34	Day4,14:1	4	2	Day4,17:56	Day4,18:21	Day4,19:16	o345	D6
25	AK	i76	4	Day4,7:24	R2	Day4,14:11	Day4,14:25	4	2	Day4,17:56	Day4,18:21	Day4,19:16	o345	D6
30	AK	i76	4	Day4,7:24	R2	Day4,14:11	Day4,14:25	4	2	Day4,17:56	Day4,18:21	Day4,19:16	o345	D6
15	AK	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	2	Day4,17:56	Day4,18:21	Day4,19:16	o345	D6
17	AK	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	2	Day4,17:56	Day4,18:21	Day4,19:16	o345	D6
103	AK	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	2	Day4,17:56	Day4,18:21	Day4,19:16	o345	D6
7	AN	i75	4	Day4,6:15	R1	Day4,11:32	Day4,11:55	4	1	Day4,18:21	Day4,18:46	Day4,19:31	o346	D1
43	AN	i75	4	Day4,6:15	R1	Day4,11:32	Day4,11:55	4	1	Day4,18:21	Day4,18:46	Day4,19:31	o346	D1
20	AN	i80	4	Day4,10:7	R10	Day4,12:5	Day4,12:28	4	1	Day4,18:21	Day4,18:46	Day4,19:31	o346	D1
33	AN	i80	4	Day4,10:7	R10	Day4,12:5	Day4,12:28	4	1	Day4,18:21	Day4,18:46	Day4,19:31	o346	D1
10	AN	i78	4	Day4,8:47	R4	Day4,12:38	Day4,12:56	4	1	Day4,18:21	Day4,18:46	Day4,19:31	o346	D1
3	AN	i73	4	Day4,5:48	R9	Day4,13:6	Day4,13:24	4	1	Day4,18:21	Day4,18:46	Day4,19:31	o346	D1
40	AN	i73	4	Day4,5:48	R9	Day4,13:6	Day4,13:24	4	1	Day4,18:21	Day4,18:46	Day4,19:31	o346	D1
47	AN	i81	4	Day4,12:28	R3	Day4,13:34	Day4,14:1	4	1	Day4,18:21	Day4,18:46	Day4,19:31	o346	D1
54	AN	i81	4	Day4,12:28	R3	Day4,13:34	Day4,14:1	4	1	Day4,18:21	Day4,18:46	Day4,19:31	o346	D1
22	AN	i76	4	Day4,7:24	R2	Day4,14:11	Day4,14:25	4	1	Day4,18:21	Day4,18:46	Day4,19:31	o346	D1
7	AN	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	1	Day4,18:21	Day4,18:46	Day4,19:31	o346	D1
22	AN	i84	4	Day4,15:46	R7	Day4,16:31	Day4,17:21	4	1	Day4,18:21	Day4,18:46	Day4,19:31	o346	D1
