outbound Train No	Day No	PullBack engine No	Starting time of pullback job	ending time of pullback job	departure time at departure area	Departure track No	Number of blocks	number of railcars	destination of blocks(associated number of cars)
o1435	16	1	Day16,3:32	Day16,3:42	Day16,4:47	1	1	26	AE(26);
o1436	16	2	Day16,3:54	Day16,4:4	Day16,4:57	3	1	31	AF(31);
o1437	16	1	Day16,3:54	Day16,4:4	Day16,5:7	7	1	27	AH(27);
o1438	16	1	Day16,4:7	Day16,4:17	Day16,5:17	2	1	26	AV(26);
o1439	16	2	Day16,4:17	Day16,4:42	Day16,5:27	4	2	43	AU(24);BB(19);
o1440	16	1	Day16,4:36	Day16,5:1	Day16,5:46	5	2	39	AW(24);AB(15);
o1441	16	1	Day16,5:1	Day16,5:11	Day16,5:56	3	1	24	AM(24);
o1442	16	2	Day16,5:17	Day16,5:27	Day16,6:12	1	1	26	AK(26);
o1443	16	1	Day16,5:17	Day16,5:42	Day16,6:27	2	2	42	AT(23);AH(19);
o1444	16	2	Day16,5:27	Day16,5:52	Day16,6:37	4	2	40	BG(22);AJ(18);
o1445	16	1	Day16,5:59	Day16,6:9	Day16,6:54	5	1	25	AX(25);
o1446	16	2	Day16,5:59	Day16,6:24	Day16,7:9	3	2	42	AD(24);AS(18);
o1447	16	1	Day16,6:55	Day16,7:5	Day16,7:50	1	1	28	AY(28);
o1448	16	2	Day16,6:55	Day16,7:5	Day16,8:0	2	1	27	AN(27);
o1449	16	1	Day16,7:41	Day16,7:51	Day16,8:36	3	1	26	AF(26);
o1450	16	2	Day16,7:41	Day16,8:6	Day16,8:51	4	2	36	AH(24);AE(12);
o1451	16	1	Day16,8:18	Day16,8:28	Day16,9:13	1	1	28	AP(28);
o1452	16	2	Day16,8:18	Day16,8:28	Day16,9:23	2	1	26	AW(26);
o1453	16	1	Day16,8:28	Day16,8:53	Day16,9:38	5	2	32	AV(24);AZ(8);
o1454	16	2	Day16,8:56	Day16,9:6	Day16,9:51	3	1	29	AR(29);
o1455	16	1	Day16,8:56	Day16,9:21	Day16,10:6	4	2	35	AQ(23);BD(12);
o1456	16	2	Day16,9:33	Day16,9:58	Day16,10:43	1	2	41	BC(22);AA(19);
o1457	16	1	Day16,9:33	Day16,9:58	Day16,10:53	2	2	38	BG(21);AJ(17);
o1458	16	1	Day16,10:6	Day16,10:31	Day16,11:16	3	2	38	AG(23);AC(15);
o1459	16	2	Day16,10:6	Day16,10:31	Day16,11:26	4	2	39	BF(21);BE(18);
o1460	16	1	Day16,10:52	Day16,11:17	Day16,12:2	1	2	42	AW(22);AB(20);
o1461	16	2	Day16,10:52	Day16,11:17	Day16,12:12	5	2	42	AK(21);AH(21);
o1462	16	1	Day16,11:25	Day16,11:50	Day16,12:35	2	2	35	AL(21);AI(14);
o1463	16	2	Day16,11:25	Day16,11:50	Day16,12:45	3	2	40	BB(20);AD(20);
o1464	16	2	Day16,11:57	Day16,12:22	Day16,13:7	6	2	36	AN(19);AP(17);
o1465	16	1	Day16,11:50	Day16,12:30	Day16,13:17	4	3	24	AX(18);AC(4);AG(2);
o1466	16	2	Day16,12:26	Day16,12:51	Day16,13:36	1	2	28	AV(22);AZ(6);
o1467	16	1	Day16,12:30	Day16,12:55	Day16,13:46	5	2	38	AF(20);AU(18);
o1468	16	2	Day16,13:3	Day16,13:13	Day16,13:58	2	1	26	AH(26);
o1469	16	1	Day16,13:3	Day16,13:28	Day16,14:13	3	2	32	AR(17);AY(15);
o1470	16	2	Day16,13:13	Day16,13:38	Day16,14:23	6	2	32	BA(17);AS(15);
o1471	16	1	Day16,13:31	Day16,13:56	Day16,14:41	4	2	30	AE(18);AK(12);
o1472	16	2	Day16,13:38	Day16,14:18	Day16,15:3	1	3	25	AW(17);AF(4);AB(4);
o1473	16	1	Day16,14:17	Day16,14:42	Day16,15:27	2	2	37	AJ(22);BG(15);
o1474	16	2	Day16,14:18	Day16,14:58	Day16,15:43	3	3	25	AT(17);AK(5);AH(3);
o1475	16	2	Day16,14:59	Day16,15:9	Day16,15:54	5	1	18	AM(18);
o1476	16	1	Day16,14:59	Day16,15:24	Day16,16:9	4	2	34	BF(20);AP(14);
o1477	16	2	Day16,15:50	Day16,16:15	Day16,17:0	1	2	30	AD(20);AF(10);
o1478	16	1	Day16,15:50	Day16,16:15	Day16,17:10	2	2	27	AH(17);AK(10);
o1479	16	1	Day16,16:18	Day16,16:43	Day16,17:28	3	2	32	AX(19);AC(13);
o1480	16	2	Day16,16:18	Day16,16:43	Day16,17:38	4	2	20	AV(17);AZ(3);
o1481	16	1	Day16,16:43	Day16,17:8	Day16,17:53	5	2	28	AW(17);AR(11);
o1482	16	2	Day16,16:47	Day16,17:12	Day16,18:3	6	2	34	BE(18);AJ(16);
o1483	16	1	Day16,17:8	Day16,17:18	Day16,18:13	1	1	16	AO(16);
o1484	16	2	Day16,17:15	Day16,17:40	Day16,18:25	2	2	30	AN(17);AA(13);
o1485	16	1	Day16,17:18	Day16,17:43	Day16,18:35	7	2	24	AQ(16);BD(8);
o1486	16	2	Day16,17:40	Day16,18:5	Day16,18:50	3	2	25	AU(14);BB(11);
o1487	16	1	Day16,17:43	Day16,18:23	Day16,19:8	4	3	25	AE(12);AH(8);AK(5);
o1488	16	2	Day16,18:5	Day16,18:45	Day16,19:30	5	3	22	BG(11);AP(10);AJ(1);
o1489	16	1	Day16,18:23	Day16,18:48	Day16,19:40	1	2	12	BC(10);BE(2);
o1490	16	2	Day16,18:45	Day16,19:25	Day16,20:10	2	3	36	AR(12);AW(12);AY(12);
o1491	16	1	Day16,18:48	Day16,19:28	Day16,20:20	6	3	33	AD(11);AF(11);AB(11);
o1492	16	2	Day16,19:25	Day16,20:5	Day16,20:50	3	3	23	AH(9);AT(8);AK(6);
o1493	16	1	Day16,19:28	Day16,20:8	Day16,21:0	4	3	27	AX(14);AG(8);AC(5);
o1494	16	1	Day16,20:8	Day16,20:33	Day16,21:18	5	2	29	AH(15);AE(14);
o1495	16	2	Day16,20:5	Day16,20:45	Day16,21:30	1	3	26	AJ(12);AP(7);BE(7);
o1496	16	1	Day16,20:33	Day16,20:58	Day16,21:43	2	2	18	AV(13);AZ(5);
o1497	16	2	Day16,21:12	Day16,21:37	Day16,22:22	3	2	37	AY(19);AW(18);
o1498	16	1	Day16,21:12	Day16,21:37	Day16,22:32	4	2	27	AH(15);AK(12);
o1499	17	1	Day16,21:54	Day16,22:19	Day16,23:4	1	2	33	AF(18);AS(15);
o1500	17	2	Day16,21:54	Day16,22:19	Day16,23:14	2	2	27	AX(18);AC(9);
o1501	17	1	Day16,22:19	Day16,22:44	Day16,23:29	5	2	31	BF(16);AP(15);
o1502	17	2	Day16,22:27	Day16,22:52	Day16,23:39	3	2	31	AB(17);AD(14);
o1503	17	1	Day16,22:44	Day16,23:9	Day16,23:54	4	2	29	BG(16);AJ(13);
o1504	17	2	Day16,22:52	Day16,23:32	Day17,0:17	6	3	27	AR(15);AY(7);AW(5);
o1505	17	1	Day16,23:9	Day16,23:34	Day17,0:27	1	2	17	AV(15);AZ(2);
o1506	17	2	Day16,23:32	Day16,23:57	Day17,0:42	2	2	26	AN(15);AA(11);
o1507	17	1	Day16,23:34	Day17,0:14	Day17,0:59	5	3	28	AH(14);AE(9);AK(5);
o1508	17	2	Day16,23:57	Day17,0:22	Day17,1:9	3	2	28	BA(14);BB(14);
o1509	17	2	Day17,0:22	Day17,0:32	Day17,1:19	6	1	11	AM(11);
o1510	17	1	Day17,0:14	Day17,0:54	Day17,1:39	4	3	26	AU(14);AB(7);AD(5);
o1511	17	2	Day17,0:32	Day17,1:12	Day17,1:57	1	3	18	AW(10);AR(5);AY(3);
o1512	17	1	Day17,0:54	Day17,1:19	Day17,2:7	2	2	16	AQ(10);BD(6);
o1513	17	2	Day17,1:12	Day17,1:37	Day17,2:22	3	2	25	AX(16);AG(9);
o1514	17	1	Day17,1:19	Day17,1:44	Day17,2:32	5	2	29	AP(15);BE(14);
o1515	17	1	Day17,1:44	Day17,2:9	Day17,2:54	4	2	18	AL(11);AI(7);
o1516	17	2	Day17,1:37	Day17,2:17	Day17,3:4	6	3	27	AH(11);AK(8);AT(8);
o1517	17	2	Day17,2:17	Day17,2:57	Day17,3:42	2	3	17	AW(9);AY(4);AR(4);
o1518	17	1	Day17,2:9	Day17,3:4	Day17,3:52	1	4	27	AD(9);AF(7);AB(6);AS(5);
o1519	17	1	Day17,3:4	Day17,3:29	Day17,4:14	4	2	10	AV(9);AZ(1);
o1520	17	1	Day17,3:29	Day17,3:39	Day17,4:24	5	1	9	AO(9);
o1521	17	1	Day17,3:39	Day17,3:49	Day17,4:34	6	1	8	BG(8);
o1522	17	2	Day17,2:57	Day17,3:52	Day17,4:44	3	4	29	AJ(9);BC(9);AA(6);AN(5);
o1523	17	1	Day17,3:49	Day17,3:59	Day17,4:54	2	1	6	AC(6);
o1524	17	1	Day17,3:59	Day17,4:9	Day17,5:4	7	1	3	BF(3);
o1525	17	2	Day17,3:52	Day17,4:32	Day17,5:17	1	3	6	BB(4);BA(1);AU(1);
o1526	17	1	Day17,4:14	Day17,4:39	Day17,5:27	4	2	4	BD(2);AQ(2);
o1527	17	2	Day17,4:32	Day17,4:42	Day17,5:37	5	1	1	AE(1);
o1528	17	2	Day17,4:44	Day17,5:9	Day17,5:54	3	2	5	AX(4);AC(1);
o1529	17	1	Day17,4:39	Day17,5:19	Day17,6:4	6	3	12	AH(7);AK(3);AE(2);
o1530	17	1	Day17,5:19	Day17,5:29	Day17,6:14	1	1	3	AV(3);
o1531	17	2	Day17,5:9	Day17,5:34	Day17,6:24	2	2	5	BG(3);AN(2);
o1532	17	2	Day17,5:34	Day17,5:59	Day17,6:44	7	2	3	BE(2);BF(1);
o1533	17	2	Day17,5:59	Day17,6:9	Day17,6:54	3	1	2	AM(2);
o1534	17	1	Day17,5:29	Day17,6:24	Day17,7:9	4	4	5	AD(2);BA(1);AB(1);AU(1);
o1535	17	1	Day17,6:24	Day17,6:34	Day17,7:19	1	1	1	AQ(1);
o1536	17	2	Day17,6:9	Day17,6:34	Day17,7:29	5	2	2	AY(1);AR(1);
o1537	17	1	Day17,6:34	Day17,6:44	Day17,7:39	2	1	1	AL(1);
o1538	17	2	Day17,6:34	Day17,6:44	Day17,7:49	6	1	1	BC(1);
o1539	17	1	Day17,6:44	Day17,7:24	Day17,8:9	7	3	13	AH(7);AK(5);AT(1);
o1540	17	2	Day17,6:54	Day17,7:34	Day17,8:19	3	3	9	BF(6);AP(2);BE(1);
o1541	17	1	Day17,7:24	Day17,8:4	Day17,8:49	1	3	9	AB(5);AW(2);AF(2);
o1542	17	1	Day17,8:4	Day17,8:29	Day17,9:14	2	2	5	AV(4);AZ(1);
o1543	17	2	Day17,7:34	Day17,8:29	Day17,9:24	4	4	10	BG(4);AJ(3);AN(2);AA(1);
o1544	17	1	Day17,8:29	Day17,9:9	Day17,9:54	3	3	6	AC(3);AX(2);AG(1);
o1545	17	2	Day17,9:56	Day17,10:6	Day17,10:51	1	1	27	AH(27);
o1546	17	1	Day17,9:56	Day17,10:21	Day17,11:6	2	2	36	AW(21);AY(15);
o1547	17	2	Day17,10:6	Day17,10:31	Day17,11:16	3	2	34	AJ(20);AN(14);
o1548	17	1	Day17,10:21	Day17,10:46	Day17,11:31	4	2	23	AV(17);AZ(6);
o1549	17	2	Day17,10:31	Day17,10:56	Day17,11:41	5	2	27	AP(14);BG(13);
o1550	17	2	Day17,10:56	Day17,11:21	Day17,12:6	1	2	21	AK(11);AE(10);
o1551	17	1	Day17,10:46	Day17,11:26	Day17,12:16	6	3	34	AU(12);AF(11);AD(11);
o1552	17	1	Day17,11:26	Day17,11:36	Day17,12:26	3	1	10	AR(10);
o1553	17	2	Day17,11:21	Day17,11:46	Day17,12:36	2	2	20	BE(10);BF(10);
o1554	17	2	Day17,11:46	Day17,12:11	Day17,12:56	5	2	13	AQ(8);BD(5);
o1555	17	1	Day17,11:36	Day17,12:31	Day17,13:16	4	4	26	BB(10);AS(6);AB(6);BA(4);
o1556	17	2	Day17,12:11	Day17,12:36	Day17,13:26	1	2	9	AL(7);AI(2);
o1557	17	2	Day17,12:36	Day17,12:46	Day17,13:36	2	1	6	AT(6);
o1558	17	1	Day17,12:31	Day17,13:11	Day17,13:56	3	3	14	AX(7);AC(6);AG(1);
o1559	17	2	Day17,12:46	Day17,13:11	Day17,14:6	6	2	10	AA(6);BC(4);
o1560	17	1	Day17,13:11	Day17,13:21	Day17,14:16	5	1	6	AM(6);
o1561	17	2	Day17,13:11	Day17,13:21	Day17,14:26	7	1	2	AO(2);
o1562	17	1	Day17,13:21	Day17,14:1	Day17,14:46	4	3	21	AW(12);AB(6);AF(3);
o1563	17	2	Day17,13:26	Day17,14:6	Day17,14:56	1	3	22	AH(12);AK(8);AT(2);
o1564	17	2	Day17,14:6	Day17,14:31	Day17,15:16	3	2	7	AY(5);AR(2);
o1565	17	1	Day17,14:1	Day17,14:41	Day17,15:26	2	3	9	AC(6);AX(2);AG(1);
o1566	17	2	Day17,14:31	Day17,15:11	Day17,15:56	5	3	11	AD(5);BB(4);AU(2);
o1567	17	1	Day17,14:41	Day17,15:51	Day17,16:36	6	5	15	AP(5);BE(4);AA(3);AN(2);BC(1);
o1568	17	2	Day17,15:59	Day17,16:9	Day17,16:54	1	1	44	AW(44);
o1569	17	1	Day17,15:59	Day17,16:9	Day17,17:4	2	1	42	AH(42);
o1570	17	1	Day17,16:9	Day17,16:19	Day17,17:14	3	1	25	AP(25);
o1571	17	2	Day17,16:9	Day17,16:34	Day17,17:24	4	2	31	AX(23);AC(8);
o1572	17	1	Day17,16:19	Day17,16:44	Day17,17:34	5	2	41	AJ(21);AN(20);
o1573	17	2	Day17,16:34	Day17,16:59	Day17,17:44	7	2	31	AK(20);AT(11);
o1574	17	1	Day17,16:44	Day17,17:9	Day17,17:54	6	2	37	AY(20);AF(17);
o1575	17	2	Day17,16:59	Day17,17:24	Day17,18:9	1	2	28	BG(17);AA(11);
o1576	17	1	Day17,17:9	Day17,17:34	Day17,18:19	2	2	25	AD(14);AB(11);
o1577	17	2	Day17,17:24	Day17,17:34	Day17,18:29	3	1	14	AR(14);
o1578	17	1	Day17,17:34	Day17,17:59	Day17,18:44	4	2	17	AQ(13);BD(4);
o1579	17	2	Day17,17:34	Day17,17:59	Day17,18:54	5	2	24	BE(12);BF(12);
o1580	17	2	Day17,17:59	Day17,18:9	Day17,19:4	7	1	9	AE(9);
o1581	17	2	Day17,18:9	Day17,18:19	Day17,19:14	1	1	9	AM(9);
o1582	17	1	Day17,17:59	Day17,18:24	Day17,19:24	6	2	15	AV(10);AZ(5);
o1583	17	1	Day17,18:51	Day17,19:1	Day17,19:46	3	1	34	AH(34);
o1584	17	1	Day17,19:1	Day17,19:11	Day17,19:56	4	1	25	AW(25);
o1585	17	2	Day17,18:19	Day17,19:14	Day17,20:6	2	4	23	AS(8);BB(8);AU(6);BA(1);
o1586	17	1	Day17,19:11	Day17,19:36	Day17,20:21	5	2	22	AK(16);AT(6);
o1587	17	2	Day17,19:14	Day17,19:39	Day17,20:31	1	2	28	AP(15);BC(13);
o1588	17	1	Day17,19:36	Day17,20:1	Day17,20:46	6	2	25	AX(14);AC(11);
o1589	17	2	Day17,19:39	Day17,20:4	Day17,20:56	7	2	25	AN(13);AJ(12);
o1590	17	1	Day17,20:1	Day17,20:26	Day17,21:11	3	2	19	AL(13);AI(6);
o1591	17	2	Day17,20:4	Day17,20:29	Day17,21:21	4	2	15	AV(12);AZ(3);
o1592	17	1	Day17,20:26	Day17,20:51	Day17,21:36	2	2	17	AY(11);AR(6);
o1593	17	1	Day17,20:51	Day17,21:1	Day17,21:46	1	1	10	AM(10);
o1594	17	2	Day17,20:29	Day17,21:9	Day17,21:56	5	3	26	AD(11);AB(9);BB(6);
o1595	17	1	Day17,21:1	Day17,21:26	Day17,22:11	6	2	12	BF(8);BE(4);
o1596	17	2	Day17,21:9	Day17,21:34	Day17,22:21	7	2	13	BG(8);AA(5);
o1597	17	1	Day17,21:26	Day17,21:36	Day17,22:31	3	1	7	AG(7);
o1598	17	2	Day17,21:34	Day17,21:59	Day17,22:44	4	2	8	AQ(6);BD(2);
o1599	17	2	Day17,21:59	Day17,22:9	Day17,22:54	1	1	6	AO(6);
o1600	18	2	Day17,22:9	Day17,22:19	Day17,23:4	5	1	3	AE(3);
o1601	18	1	Day17,21:36	Day17,22:31	Day17,23:16	2	4	15	AF(6);AS(4);AU(4);BA(1);
o1602	18	1	Day17,22:31	Day17,22:41	Day17,23:26	3	1	3	AX(3);
o1603	18	1	Day17,22:41	Day17,22:51	Day17,23:36	7	1	3	AR(3);
o1604	18	2	Day17,22:19	Day17,22:59	Day17,23:46	6	3	9	AF(5);AY(2);AW(2);
o1605	18	1	Day17,22:51	Day17,23:31	Day18,0:16	4	3	6	AH(2);AE(2);AK(2);
o1606	18	2	Day17,22:59	Day17,23:39	Day18,0:26	1	3	6	BF(2);BE(2);AP(2);
o1607	18	2	Day17,23:39	Day17,23:49	Day18,0:36	3	1	49	AH(49);
o1608	18	2	Day17,23:49	Day17,23:59	Day18,0:46	5	1	27	AP(27);
o1609	18	2	Day17,23:59	Day18,0:9	Day18,0:56	6	1	26	AW(26);
o1610	18	1	Day17,23:31	Day18,0:26	Day18,1:11	2	4	6	BB(2);AU(2);AB(1);BA(1);
o1611	18	2	Day18,0:9	Day18,0:34	Day18,1:21	7	2	48	AN(24);AJ(24);
o1612	18	1	Day18,0:26	Day18,0:51	Day18,1:36	1	2	31	AX(22);AC(9);
o1613	18	2	Day18,0:34	Day18,0:59	Day18,1:46	4	2	40	AF(21);AB(19);
o1614	18	1	Day18,0:51	Day18,1:16	Day18,2:1	3	2	27	AV(20);AZ(7);
o1615	18	2	Day18,0:59	Day18,1:24	Day18,2:11	5	2	26	AK(18);AE(8);
o1616	18	1	Day18,1:16	Day18,1:41	Day18,2:26	2	2	31	AY(17);AR(14);
o1617	18	2	Day18,1:24	Day18,1:49	Day18,2:36	6	2	27	BG(16);AA(11);
o1618	18	1	Day18,1:41	Day18,2:6	Day18,2:51	1	2	30	AD(16);AS(14);
o1619	18	2	Day18,1:49	Day18,2:29	Day18,3:14	4	3	22	BB(12);AU(8);BA(2);
o1620	18	1	Day18,2:6	Day18,2:31	Day18,3:24	3	2	20	BF(12);BE(8);
o1621	18	1	Day18,2:31	Day18,2:41	Day18,3:34	5	1	8	BC(8);
o1622	18	1	Day18,2:41	Day18,2:51	Day18,3:44	6	1	7	AM(7);
o1623	18	2	Day18,2:29	Day18,2:54	Day18,3:54	2	2	14	AQ(10);BD(4);
o1624	18	1	Day18,2:51	Day18,3:1	Day18,4:4	1	1	6	AT(6);
o1625	18	2	Day18,2:54	Day18,3:4	Day18,4:14	7	1	4	AG(4);
o1626	18	1	Day18,3:14	Day18,3:39	Day18,4:24	4	2	4	AI(2);AL(2);
o1627	18	2	Day18,3:24	Day18,4:4	Day18,4:49	3	3	10	AH(4);AK(4);AT(2);
o1628	18	2	Day18,4:4	Day18,4:14	Day18,4:59	2	1	44	AW(44);
o1629	18	2	Day18,4:14	Day18,4:24	Day18,5:9	1	1	26	AH(26);
o1630	18	1	Day18,3:39	Day18,4:34	Day18,5:19	5	4	9	AF(3);AD(3);AS(2);BB(1);
o1631	18	2	Day18,4:24	Day18,4:49	Day18,5:34	6	2	46	AP(24);AJ(22);
o1632	18	1	Day18,4:34	Day18,4:59	Day18,5:44	4	2	32	AX(20);AC(12);
o1633	18	2	Day18,4:49	Day18,5:14	Day18,5:59	3	2	28	AR(19);AY(9);
o1634	18	1	Day18,4:59	Day18,5:24	Day18,6:9	2	2	23	AV(19);AZ(4);
o1635	18	2	Day18,5:14	Day18,5:39	Day18,6:24	1	2	35	AF(18);AD(17);
o1636	18	1	Day18,5:24	Day18,5:49	Day18,6:34	5	2	25	AK(17);AE(8);
o1637	18	2	Day18,5:39	Day18,6:4	Day18,6:49	6	2	26	BG(15);AA(11);
o1638	18	1	Day18,5:49	Day18,6:29	Day18,7:14	4	3	27	AB(13);AU(8);BB(6);
o1639	18	2	Day18,6:4	Day18,6:29	Day18,7:24	3	2	25	BC(13);BE(12);
o1640	18	2	Day18,6:29	Day18,6:39	Day18,7:34	2	1	11	BF(11);
o1641	18	2	Day18,6:39	Day18,6:49	Day18,7:44	5	1	10	AN(10);
o1642	18	1	Day18,6:29	Day18,6:54	Day18,7:54	1	2	16	AQ(12);BD(4);
o1643	18	2	Day18,6:49	Day18,6:59	Day18,8:4	6	1	8	AM(8);
o1644	18	1	Day18,6:54	Day18,7:4	Day18,8:14	7	1	7	AO(7);
o1645	18	2	Day18,7:14	Day18,7:39	Day18,8:24	4	2	9	AI(6);AL(3);
o1646	18	2	Day18,7:39	Day18,7:49	Day18,8:34	2	1	5	AG(5);
o1647	18	1	Day18,7:24	Day18,7:49	Day18,8:44	3	2	6	AS(5);BA(1);
o1648	18	1	Day18,7:49	Day18,7:59	Day18,8:54	5	1	2	AT(2);
o1649	18	2	Day18,7:54	Day18,8:4	Day18,9:4	1	1	6	AV(6);
o1650	18	1	Day18,8:4	Day18,8:44	Day18,9:29	6	3	8	AX(4);AC(3);AG(1);
o1651	18	1	Day18,8:44	Day18,8:54	Day18,9:39	2	1	35	AH(35);
o1652	18	1	Day18,8:54	Day18,9:4	Day18,9:49	3	1	27	AR(27);
o1653	18	1	Day18,9:4	Day18,9:14	Day18,9:59	4	1	25	AV(25);
o1654	18	2	Day18,8:14	Day18,9:24	Day18,10:9	7	5	11	AA(4);AN(2);AP(2);BC(2);AJ(1);
o1655	18	1	Day18,9:14	Day18,9:39	Day18,10:24	1	2	34	AK(23);AE(11);
o1656	18	2	Day18,9:24	Day18,9:49	Day18,10:34	5	2	41	AY(23);AW(18);
o1657	18	1	Day18,9:39	Day18,10:4	Day18,10:49	2	2	42	AP(21);AN(21);
o1658	18	2	Day18,9:49	Day18,10:14	Day18,10:59	3	2	35	AJ(19);BG(16);
o1659	18	1	Day18,10:4	Day18,10:29	Day18,11:14	4	2	27	BB(14);AF(13);
o1660	18	2	Day18,10:14	Day18,10:39	Day18,11:24	6	2	25	AB(13);AD(12);
o1661	18	1	Day18,10:29	Day18,10:54	Day18,11:39	1	2	22	BF(12);BE(10);
o1662	18	2	Day18,10:39	Day18,11:19	Day18,12:4	5	3	24	AX(11);AC(10);AG(3);
o1663	18	2	Day18,11:19	Day18,11:29	Day18,12:14	3	1	7	AM(7);
o1664	18	1	Day18,10:54	Day18,11:34	Day18,12:24	2	3	17	AS(8);AU(6);BA(3);
o1665	18	1	Day18,11:34	Day18,11:44	Day18,12:34	6	1	5	AZ(5);
o1666	18	2	Day18,11:29	Day18,11:54	Day18,12:44	4	2	10	AQ(6);BD(4);
o1667	18	1	Day18,11:44	Day18,11:54	Day18,12:54	1	1	5	AT(5);
o1668	18	1	Day18,12:4	Day18,12:14	Day18,13:4	5	1	4	AO(4);
o1669	18	2	Day18,11:54	Day18,12:19	Day18,13:14	7	2	5	AI(4);AL(1);
o1670	18	1	Day18,12:14	Day18,12:39	Day18,13:24	3	2	5	AA(3);BC(2);
o1671	18	2	Day18,12:24	Day18,13:4	Day18,13:49	2	3	26	AH(15);AK(7);AE(4);
o1672	18	1	Day18,12:39	Day18,13:34	Day18,14:19	6	4	26	AP(10);AN(6);BG(6);AJ(4);
o1673	18	2	Day18,13:4	Day18,13:44	Day18,14:29	1	3	23	AW(9);AF(8);AB(6);
o1674	18	1	Day18,13:34	Day18,13:44	Day18,14:39	3	1	6	AV(6);
o1675	18	2	Day18,13:56	Day18,14:21	Day18,15:6	2	2	32	AH(22);AT(10);
o1676	18	2	Day18,14:21	Day18,14:46	Day18,15:31	5	2	44	AW(23);AY(21);
o1677	18	1	Day18,13:44	Day18,14:54	Day18,15:41	4	5	13	AU(6);AS(3);AD(2);BB(1);BA(1);
o1678	18	2	Day18,14:46	Day18,15:11	Day18,15:56	1	2	41	AP(22);AN(19);
o1679	18	1	Day18,14:54	Day18,15:19	Day18,16:6	3	2	26	BG(16);AJ(10);
o1680	18	1	Day18,15:19	Day18,15:29	Day18,16:16	6	1	13	AR(13);
o1681	18	2	Day18,15:11	Day18,15:36	Day18,16:26	2	2	29	AX(16);AC(13);
o1682	18	2	Day18,15:36	Day18,16:1	Day18,16:46	5	2	20	BF(10);BE(10);
o1683	18	1	Day18,15:29	Day18,16:9	Day18,16:56	7	3	28	AB(11);AF(9);AD(8);
o1684	18	1	Day18,16:9	Day18,16:19	Day18,17:6	3	1	10	AV(10);
o1685	18	2	Day18,16:1	Day18,16:26	Day18,17:16	1	2	20	BD(10);AQ(10);
o1686	18	2	Day18,16:26	Day18,16:51	Day18,17:36	2	2	14	BC(8);AA(6);
o1687	18	1	Day18,16:19	Day18,16:59	Day18,17:46	4	3	20	AE(9);AK(9);AH(2);
o1688	18	2	Day18,16:51	Day18,17:46	Day18,18:31	5	4	15	BB(7);AU(3);BA(3);AS(2);
o1689	18	1	Day18,17:38	Day18,18:3	Day18,18:48	3	2	36	AH(18);AK(18);
o1690	18	2	Day18,17:46	Day18,18:11	Day18,18:58	1	2	25	AW(16);AR(9);
o1691	18	1	Day18,18:3	Day18,18:13	Day18,19:8	2	1	13	AM(13);
o1692	18	2	Day18,18:11	Day18,18:51	Day18,19:36	4	3	36	AJ(12);AP(12);BG(12);
o1693	18	1	Day18,18:13	Day18,18:53	Day18,19:46	6	3	25	AN(11);BE(9);BC(5);
o1694	18	2	Day18,18:51	Day18,19:31	Day18,20:16	3	3	18	AX(9);AC(7);AG(2);
o1695	18	1	Day18,18:53	Day18,19:48	Day18,20:33	5	4	30	AD(9);AB(8);AU(7);AS(6);
o1696	18	2	Day18,19:31	Day18,19:56	Day18,20:43	1	2	11	AV(8);AZ(3);
o1697	18	2	Day18,19:56	Day18,20:6	Day18,20:53	4	1	6	AO(6);
o1698	18	1	Day18,19:48	Day18,20:13	Day18,21:3	2	2	11	AY(6);AF(5);
o1699	18	2	Day18,20:6	Day18,20:31	Day18,21:16	6	2	6	BD(5);AQ(1);
o1700	18	1	Day18,20:13	Day18,20:38	Day18,21:26	7	2	10	AL(5);AI(5);
o1701	18	1	Day18,20:38	Day18,20:48	Day18,21:36	5	1	4	AE(4);
o1702	18	2	Day18,20:31	Day18,20:56	Day18,21:46	3	2	5	BB(4);BA(1);
o1703	18	1	Day18,20:48	Day18,20:58	Day18,21:56	1	1	3	AT(3);
o1704	18	2	Day18,20:56	Day18,21:6	Day18,22:6	4	1	3	AA(3);
o1705	18	1	Day18,21:3	Day18,21:13	Day18,22:16	2	1	2	BF(2);
o1706	18	1	Day18,21:26	Day18,22:6	Day18,22:51	7	3	18	AW(10);AR(4);AY(4);
o1707	19	2	Day18,21:16	Day18,22:11	Day18,23:1	6	4	22	AP(10);BG(6);AN(4);AJ(2);
o1708	19	1	Day18,22:6	Day18,22:31	Day18,23:16	1	2	9	AV(8);AZ(1);
o1709	19	2	Day18,22:11	Day18,22:51	Day18,23:36	3	3	16	AK(7);AH(7);AT(2);
o1710	19	2	Day18,22:51	Day18,23:16	Day19,0:1	4	2	6	AI(3);AL(3);
o1711	19	2	Day18,23:16	Day18,23:41	Day19,0:26	1	2	6	AC(3);AX(3);
o1712	19	1	Day18,22:31	Day18,23:41	Day19,0:36	2	5	16	BB(7);AF(4);AD(3);AU(1);AS(1);
o1713	19	1	Day18,23:41	Day18,23:51	Day19,0:46	3	1	2	AM(2);
o1714	19	2	Day18,23:41	Day18,23:51	Day19,0:56	5	1	2	BC(2);
o1715	19	1	Day18,23:51	Day19,0:1	Day19,1:6	6	1	1	AO(1);
o1716	19	2	Day18,23:51	Day19,0:1	Day19,1:16	7	1	1	AQ(1);
