Inbound Train No	Day No	Arriving time at receiving area	Receiving track No	Number of blocks    	Number of cars	Destination of blocks (number of cars)	Starting time of humping job	Ending time of humping job
i407	15	Day16,7:38	R8	17	30	AE(3);AH(3);AF(3);AK(3);BG(1);AJ(5);AS(1);AR(2);BB(1);AD(1);AP(1);AX(1);AB(1);AW(1);AM(1);BA(1);AC(1);	Day16,17:45	Day16,17:59
i405	15	Day16,1:45	R9	20	30	AW(2);AH(5);AV(2);AI(1);AM(1);AK(1);AN(2);BG(2);AU(1);AZ(1);BF(1);AX(1);AL(1);AQ(1);AP(1);AY(2);AE(2);AO(1);AJ(1);BE(1);	Day16,18:9	Day16,18:22
i419	16	Day16,9:20	R10	22	30	AB(1);AS(1);AY(2);AV(2);AJ(2);AA(1);BA(1);AZ(1);AH(2);AE(2);BF(1);AW(3);AC(1);AM(1);AN(1);BD(1);BG(1);AK(2);AU(1);AR(1);BE(1);AQ(1);	Day16,18:32	Day16,18:46
i428	16	Day16,18:1	R1	22	40	AC(1);AX(5);AF(2);AA(2);AD(2);AJ(2);AH(4);AW(1);AP(3);AZ(1);AU(2);AR(2);AT(1);AV(2);AE(2);AG(1);AY(2);BA(1);BG(1);AB(1);BB(1);BE(1);	Day16,18:56	Day16,19:14
i429	16	Day16,18:16	R2	30	80	AV(4);AY(6);AX(8);AH(8);AJ(6);AB(2);AA(2);AC(2);AS(4);AG(1);AR(3);AF(2);AE(3);AL(1);AK(5);AT(1);AP(4);BD(1);AU(3);AD(1);BF(1);AM(1);AW(2);AO(1);BG(3);BE(1);AN(1);AI(1);AZ(1);BB(1);	Day16,19:24	Day16,20:0
i431	16	Day16,19:7	R1	31	140	AY(11);AK(4);AW(14);AC(7);AD(6);AU(3);AH(15);AE(6);AS(3);AX(6);BG(3);BC(3);AJ(5);BF(4);AV(8);BB(4);AF(4);AB(4);AO(2);BE(5);AM(2);AP(4);AT(2);AQ(2);AG(1);AL(2);BA(3);AA(2);AR(1);AN(3);BD(1);	Day16,20:10	Day16,21:14
i432	16	Day16,19:57	R4	26	70	BB(3);AI(2);AY(5);AF(7);AA(2);AL(2);BC(2);AH(6);AP(7);AX(4);AB(3);AZ(1);AJ(2);AW(3);AK(2);AN(2);AV(1);AD(3);BF(2);AR(3);AM(1);BE(3);BD(1);AG(1);AQ(1);AU(1);	Day16,21:24	Day16,21:56
i434	16	Day16,20:5	R2	24	50	AC(1);AX(3);AY(2);AH(5);AN(1);BB(3);AQ(2);AW(2);AB(6);AZ(1);AR(4);AK(1);BG(4);AV(1);AP(2);AG(2);AF(2);AU(1);AT(2);AD(1);BD(1);AE(1);AS(1);AA(1);	Day16,22:6	Day16,22:29
i435	16	Day16,21:36	R1	25	60	AK(2);AW(7);AQ(2);AE(2);AD(4);AV(5);AN(4);AX(5);AB(4);AF(1);AJ(1);AR(4);AH(3);AG(1);AO(1);AP(3);AC(2);AA(1);AY(2);AS(1);AI(1);BB(1);BF(1);AU(1);BD(1);	Day16,22:39	Day16,23:6
i430	16	Day16,18:57	R3	20	40	AD(2);BG(3);AN(2);AH(7);AY(1);AE(2);BA(1);AQ(1);AC(1);BE(2);AM(2);AX(4);AB(1);AL(1);AK(3);AV(3);BF(1);AR(1);AU(1);BC(1);	Day16,23:16	Day16,23:34
i436	16	Day16,22:39	R4	26	60	AC(2);AH(4);AK(4);BA(1);BG(1);AL(1);AO(2);AP(7);AS(1);AJ(3);AD(3);AN(3);AY(2);AA(2);BE(3);AB(5);AF(2);BC(1);AW(2);AR(1);AG(2);AV(3);BF(1);BD(2);AX(1);AT(1);	Day16,23:44	Day17,0:11
i437	16	Day16,23:15	R1	21	60	AQ(2);BB(4);AJ(4);AX(6);AY(2);AV(3);AW(7);AR(3);AD(6);AB(1);AP(2);AS(1);BG(4);AA(4);AK(2);AU(1);AH(4);AG(1);BF(1);AL(1);BE(1);	Day17,0:21	Day17,0:49
i433	16	Day16,20:2	R5	25	40	AK(2);AH(3);AN(2);AV(3);AB(3);AX(1);AJ(1);AU(2);AW(3);AO(2);BG(3);AE(1);AR(1);AT(1);BA(1);AC(1);AP(1);AF(2);AY(1);AS(1);AZ(1);BE(1);BD(1);AQ(1);AD(1);	Day17,0:59	Day17,1:17
i438	17	Day17,0:33	R2	27	70	AJ(3);AK(5);AB(5);BF(6);BE(1);BG(4);AZ(1);AP(2);AV(4);AH(7);AR(2);AC(3);AY(2);AW(2);AM(2);AD(2);AF(2);BC(2);AN(2);AT(1);AL(3);AU(2);AX(2);AG(1);AA(1);BD(2);BB(1);	Day17,1:27	Day17,1:59
i439	17	Day17,5:58	R1	26	80	AW(13);AJ(3);AM(4);AX(1);AT(3);AN(5);AY(7);AK(6);BD(1);AV(2);AH(9);BG(3);AD(2);BE(2);AE(2);AS(3);AP(1);AR(2);AC(1);AL(1);AO(3);BB(1);AZ(1);AF(2);AG(1);AB(1);	Day17,6:43	Day17,7:19
i443	17	Day17,8:17	R1	30	120	BB(2);AV(6);AA(4);AH(10);AP(9);AK(5);AB(3);BF(5);AR(5);AW(8);AN(6);AE(3);AJ(7);AL(2);BG(6);AD(6);AZ(1);AX(4);AT(4);AM(1);AC(3);AU(4);AF(3);BA(2);BC(2);AY(3);AQ(2);AG(1);BE(2);AO(1);	Day17,9:2	Day17,9:56
i440	17	Day17,7:12	R2	29	100	AQ(2);AK(3);AP(8);AX(13);BF(5);AH(10);AN(5);AE(3);AY(5);AJ(3);AG(1);AU(1);AV(2);AW(6);AZ(1);AD(4);AR(3);AF(7);BC(2);AS(2);AT(4);BE(1);BB(1);AA(2);AC(1);BG(2);AB(1);BD(1);AL(1);	Day17,10:6	Day17,10:52
i441	17	Day17,8:7	R3	27	100	AW(12);AK(8);AH(12);AY(5);BE(4);AF(3);AD(5);AR(2);BB(4);BG(2);AX(2);AP(5);AT(2);AN(2);AA(3);AU(2);AE(2);BC(1);AC(6);AV(3);AB(6);AQ(3);AM(1);AL(1);AI(2);AG(1);BF(1);	Day17,11:2	Day17,11:47
i442	17	Day17,8:10	R4	27	80	AW(7);BG(3);AK(3);AV(2);AJ(5);BF(2);AH(10);AP(4);AM(1);AR(4);AX(2);AQ(2);AA(4);AB(4);BB(3);AL(2);AF(2);AN(5);AZ(2);AU(2);AD(1);AC(2);BE(3);BA(1);AT(1);AS(2);AY(1);	Day17,11:57	Day17,12:34
i444	17	Day17,8:28	R5	25	50	AH(4);AN(2);AV(1);AW(5);AF(3);AK(4);AX(1);BF(2);AC(2);AP(4);AE(2);AJ(2);BG(2);AA(2);AZ(1);AD(2);AT(2);AB(1);BC(1);AI(1);AQ(2);AR(1);BD(1);AL(1);AS(1);	Day17,12:44	Day17,13:6
i445	17	Day17,14:7	R1	21	60	AK(7);AD(3);AQ(2);AW(6);AH(8);AC(2);AY(4);AF(2);AV(4);BF(1);AN(5);AT(2);AE(1);BC(2);AZ(1);BB(1);AX(3);AA(2);AJ(2);BD(1);BG(1);	Day17,14:52	Day17,15:20
i446	17	Day17,14:24	R2	26	110	BF(2);AX(6);AQ(4);AJ(8);AY(7);BG(5);AB(4);AW(13);AL(1);AK(4);AH(9);AM(3);AD(5);BB(3);BE(6);BD(1);AU(3);AP(8);AA(3);AF(3);AR(4);AN(3);AT(1);AC(2);BC(1);AI(1);	Day17,15:30	Day17,16:20
i447	17	Day17,14:34	R3	28	100	AY(2);BA(1);BF(4);AW(9);AL(3);BB(2);AO(3);AJ(3);AI(1);AR(3);AH(8);AM(6);BG(3);AS(2);AG(2);AU(4);AX(6);BC(2);AQ(1);AP(8);AC(6);AK(5);AB(4);AD(3);AN(3);AV(4);BE(1);AE(1);	Day17,16:30	Day17,17:15
i448	17	Day17,15:2	R1	28	80	AX(5);BF(2);AH(13);AQ(2);AW(9);AV(4);AN(3);AG(1);AD(3);AT(1);AB(3);AM(2);AS(2);BG(3);AL(2);AE(1);AP(4);AJ(2);AY(2);BC(3);BE(2);AA(1);AF(3);AC(2);BB(1);AR(2);AK(1);AZ(1);	Day17,17:25	Day17,18:1
i450	17	Day17,15:36	R4	26	50	AJ(5);AR(1);AF(1);AT(3);AK(3);AC(1);BC(2);AI(1);AN(2);AA(2);AL(1);AM(2);AB(2);BB(2);AQ(1);AP(3);BD(1);AG(2);AD(2);BG(1);AW(1);AH(5);AY(3);BE(1);BF(1);AZ(1);	Day17,18:11	Day17,18:34
i451	17	Day17,16:53	R2	20	40	AF(5);AV(1);AY(2);AW(2);AH(2);BF(2);AE(2);BB(2);AK(2);AN(2);AB(1);AX(3);BE(2);AR(3);AP(2);AA(1);AT(2);AU(2);AM(1);BA(1);	Day17,18:44	Day17,19:2
i453	17	Day17,18:24	R1	26	60	AP(5);AB(5);AT(1);AH(6);AZ(1);AN(4);AQ(1);BG(2);AF(1);AK(4);BD(2);BC(3);AD(3);AV(2);BB(2);AJ(4);AE(1);BE(1);AS(2);AY(3);AU(1);BF(1);AW(1);AX(2);AM(1);AC(1);	Day17,19:12	Day17,19:40
i454	17	Day17,18:50	R4	30	110	AJ(4);BG(4);AS(4);AH(10);AX(9);AW(7);BD(1);AA(4);AR(2);AP(6);AT(1);BB(2);AV(4);AN(7);AC(3);AF(3);BE(2);AZ(3);AQ(3);AG(2);BC(3);AE(4);AY(5);AU(2);BA(2);BF(3);AM(1);AI(2);AB(4);AD(3);	Day17,19:50	Day17,20:40
i456	17	Day17,19:46	R1	25	70	AP(3);AU(2);AA(3);AK(5);AR(4);BF(5);AN(5);AY(4);AW(5);AG(1);AF(4);AH(8);AV(2);BB(2);AJ(4);AX(1);AZ(1);AD(2);AM(1);AB(2);BE(1);AE(1);AC(2);BG(1);AL(1);	Day17,20:50	Day17,21:21
i449	17	Day17,15:9	R5	21	40	AF(3);AP(3);AY(2);AH(4);BF(1);AW(2);AC(2);AT(2);AR(1);BG(2);AQ(1);BB(1);AS(2);AA(1);AI(1);AK(4);AD(3);AE(1);AJ(2);AX(1);AV(1);	Day17,21:31	Day17,21:50
i457	17	Day17,20:58	R4	25	70	AD(2);AP(5);AF(6);AH(4);AX(4);AN(4);AM(1);AV(4);AS(3);AJ(7);AY(3);BB(2);AE(1);AQ(2);BG(6);AW(2);AR(2);BF(2);AC(2);AL(1);AB(2);AT(1);AK(2);BE(1);BC(1);	Day17,22:0	Day17,22:31
i458	17	Day17,21:31	R1	22	70	AX(2);BB(2);AJ(4);AP(4);AH(15);BE(2);AF(5);AW(8);AB(3);BG(1);AV(4);AK(2);AD(5);AY(1);AS(3);AC(1);AR(2);AU(2);AN(1);AE(1);AQ(1);AM(1);	Day17,22:41	Day17,23:13
i459	17	Day17,22:21	R5	27	60	AP(4);AS(2);AG(1);AK(5);BC(1);AH(6);BF(1);AX(4);AF(2);AY(1);BG(2);AQ(3);AT(1);AB(3);AU(1);AV(3);AW(3);AZ(2);AD(1);AR(4);AJ(1);BB(2);AA(3);AN(1);BE(1);AM(1);BD(1);	Day17,23:23	Day17,23:50
i455	17	Day17,19:9	R2	16	30	AN(3);AX(1);AP(4);AL(1);AY(1);BC(1);AC(2);AQ(3);AR(1);AU(2);AW(5);AZ(1);AD(2);BF(1);AM(1);AE(1);	Day18,0:0	Day18,0:14
i460	17	Day17,23:37	R4	29	140	AP(8);AW(19);AB(3);AR(8);BF(2);AK(7);AF(6);BE(6);AQ(5);AL(1);AJ(8);AX(6);BC(5);AU(3);AD(6);AM(6);AV(5);AG(2);AI(1);AO(2);AC(4);AS(3);AA(5);AH(6);BB(2);BG(8);AE(1);AN(1);AY(1);	Day18,0:24	Day18,1:28
i461	17	Day17,23:55	R1	28	70	AH(7);AW(5);AE(1);AJ(2);AU(1);AV(4);AG(2);AX(4);AK(2);AF(6);BF(2);BB(2);BD(3);BC(2);AD(4);AR(3);AA(1);AC(2);AZ(2);AY(3);BA(1);BE(3);BG(1);AP(1);AN(3);AQ(1);AI(1);AB(1);	Day18,1:38	Day18,2:10
i452	17	Day17,18:7	R3	17	30	BB(1);AW(2);AH(2);AI(2);AF(2);AV(1);BE(1);BG(1);AP(3);AS(1);AX(1);AJ(6);AR(2);AB(1);AK(2);AZ(1);BF(1);	Day18,2:20	Day18,2:33
i462	18	Day18,2:1	R2	31	120	AY(2);AP(5);AN(3);AH(11);AK(6);AO(5);AB(8);AD(5);AW(11);AI(1);AX(7);AF(4);BD(1);BC(5);BE(2);AJ(4);BF(4);BB(1);AV(8);AL(1);AE(4);AM(1);AR(4);AQ(2);AA(4);AG(1);AS(1);AC(2);BG(3);AT(2);AU(2);	Day18,2:46	Day18,3:41
i463	18	Day18,2:39	R1	20	30	AF(1);AP(2);AV(1);AZ(1);BF(1);AJ(3);AS(2);AC(2);AH(4);BE(1);AQ(2);AY(2);AT(1);AN(1);AW(1);AR(1);AE(1);BA(1);AD(1);BG(1);	Day18,3:51	Day18,4:5
i465	18	Day18,3:8	R2	25	60	AX(4);AF(2);AC(3);AB(1);AN(2);AM(1);BB(1);AP(2);AU(2);BF(1);AA(4);AV(6);AH(4);AK(2);AW(4);AR(4);BC(2);AQ(1);AY(3);AD(4);AJ(1);AG(1);AE(2);AS(2);AI(1);	Day18,4:15	Day18,4:42
i466	18	Day18,3:45	R3	27	100	AX(3);AR(9);AP(9);AN(3);BE(3);AL(1);BD(2);BF(6);BB(4);AU(3);AB(6);BG(4);AC(3);AF(7);AH(7);AQ(1);AV(6);AA(2);AI(2);AD(1);AM(2);AK(6);AJ(3);AY(3);BA(1);AW(2);AS(1);	Day18,4:52	Day18,5:37
i468	18	Day18,4:34	R1	28	100	AH(9);AN(8);AX(6);AY(7);BE(5);AP(3);AS(1);BD(1);AJ(3);AD(3);BG(5);BB(6);AE(3);BF(1);AO(3);AW(8);AK(7);AG(1);AV(5);AC(1);AI(1);AF(3);AM(1);AR(4);AQ(1);AZ(1);AB(1);AT(2);	Day18,5:47	Day18,6:33
i467	18	Day18,4:9	R4	22	60	AC(1);AJ(7);AN(4);AH(6);AV(8);AP(5);BG(3);AS(1);AB(4);BC(1);AK(5);AD(1);AY(3);AW(3);AE(1);BB(1);AX(1);AA(1);BF(1);AZ(1);AM(1);AG(1);	Day18,6:43	Day18,7:10
i469	18	Day18,5:47	R2	20	40	AR(5);AH(3);AK(3);AT(1);AM(1);AC(3);AV(2);AN(3);BG(2);AE(3);AY(3);AJ(1);AQ(1);BD(1);AP(2);BB(2);AD(1);BF(1);AB(1);AG(1);	Day18,7:20	Day18,7:38
i464	18	Day18,2:50	R5	20	30	AH(2);BC(1);AR(4);AZ(2);AJ(2);BG(1);AT(1);AD(1);AE(1);AO(1);AX(1);AU(1);AY(2);AV(3);BA(1);AM(1);BF(1);AS(1);AN(2);BE(1);	Day18,7:48	Day18,8:2
i470	18	Day18,8:6	R1	22	40	AV(3);AD(2);AN(5);AS(1);BG(6);BC(1);AW(3);AC(1);AE(2);AH(3);AM(1);AU(1);AY(1);AX(2);AJ(1);AR(1);BF(1);AA(1);BB(1);AK(1);AQ(1);BA(1);	Day18,8:51	Day18,9:9
i471	18	Day18,9:24	R1	29	130	BF(2);AH(15);AK(7);AN(6);AE(4);AB(6);AV(6);AP(10);AW(9);AX(1);BD(2);AY(5);AR(3);AD(2);BC(1);AT(4);AU(6);AJ(4);AC(5);BG(6);AS(3);AQ(3);AF(8);AA(3);BB(1);BE(5);BA(1);AM(1);AI(1);	Day18,10:9	Day18,11:8
i473	18	Day18,10:22	R1	24	60	BC(2);BF(3);AP(4);BG(4);AY(7);AH(3);AF(2);AB(6);AN(2);BB(2);AW(4);AK(1);AC(1);AR(1);AX(5);AO(1);BE(1);AV(3);AD(1);AQ(3);BD(1);AJ(1);AG(1);AE(1);	Day18,11:18	Day18,11:45
i472	18	Day18,9:44	R2	21	60	AG(1);AR(1);AH(6);AE(2);BF(2);BG(3);AN(5);AD(4);AP(6);AX(4);AT(5);AJ(6);AC(2);AW(3);AY(2);BB(1);AI(1);BC(1);BD(3);AK(1);AU(1);	Day18,11:55	Day18,12:22
i476	18	Day18,11:46	R3	27	60	AH(5);AQ(2);AY(1);AB(4);AW(6);AR(4);AN(2);AS(1);AV(2);BD(3);AP(6);AX(3);AC(1);AF(4);BE(1);AI(1);AK(2);AU(1);AT(1);AE(1);AJ(1);AO(1);BB(2);BC(2);BF(1);BG(1);AA(1);	Day18,12:32	Day18,12:59
i474	18	Day18,11:16	R4	20	40	AK(2);AY(4);AH(5);AD(1);AW(4);AC(2);AO(2);AE(3);AP(1);AR(2);AN(3);AB(1);AQ(1);AX(1);AV(2);AI(1);BA(2);BD(1);BG(1);AJ(1);	Day18,13:9	Day18,13:28
i475	18	Day18,11:24	R1	16	30	BG(1);AP(5);AM(2);AH(2);AF(3);AA(1);AY(1);BE(3);AK(2);BC(1);AW(3);AN(2);AR(1);BF(1);BB(1);AC(1);	Day18,13:38	Day18,13:51
i478	18	Day18,14:6	R3	28	70	AH(8);BE(1);AW(3);AK(5);BB(3);AL(2);AP(5);AD(4);AZ(1);AT(2);BG(3);BC(3);AN(4);AY(2);AR(1);BA(1);AM(3);AC(2);AU(2);BD(2);AA(1);AS(1);AJ(4);AF(1);AB(2);AI(1);AV(2);AE(1);	Day18,14:51	Day18,15:23
i477	18	Day18,13:26	R2	25	60	AR(3);AM(3);AW(7);AN(4);AO(1);AX(1);AC(3);AU(2);AH(4);AJ(4);BF(1);AS(3);AD(2);AP(4);AK(4);BB(1);AZ(2);AB(2);AV(1);BD(1);AY(1);AL(2);BG(2);BE(1);AE(1);	Day18,15:33	Day18,16:0
i479	18	Day18,16:7	R1	28	100	AM(3);AU(3);AH(6);BE(7);AJ(4);AP(3);AS(2);AK(9);AY(3);AN(3);BC(2);AW(6);AV(5);AF(4);AD(3);AC(2);AA(2);AO(1);AL(1);AX(8);AB(4);AE(2);AR(5);BD(2);AT(1);BG(7);AQ(1);BF(1);	Day18,16:52	Day18,17:38
i481	18	Day18,17:0	R1	26	100	AD(3);AK(7);AP(10);AV(8);AI(3);AR(4);AT(2);AM(2);AH(7);BB(7);AO(1);AW(10);AC(3);AU(1);AQ(1);AY(4);AF(4);AL(3);BG(6);AE(1);AX(3);AN(4);AJ(2);BC(2);AZ(1);AS(1);	Day18,17:48	Day18,18:33
i483	18	Day18,17:44	R2	30	130	AE(2);AH(19);AW(10);AY(5);AK(6);AV(14);AJ(5);AC(3);BF(5);AX(7);AI(2);AF(5);BE(3);BA(3);AN(4);AP(7);BC(2);AA(2);BG(2);BB(3);AR(5);AU(1);AM(2);AG(2);BD(1);AS(4);AB(1);AD(3);AZ(1);AL(1);	Day18,18:43	Day18,19:42
i484	18	Day18,17:51	R1	27	80	AH(11);AT(3);AP(5);AZ(2);AQ(4);AA(3);AU(3);AB(4);AY(2);AK(5);AJ(6);AD(2);AV(1);AW(6);AS(1);BE(1);AM(3);AF(3);BG(2);AC(2);AR(2);AI(1);AX(3);BB(2);AL(1);AN(1);BF(1);	Day18,19:52	Day18,20:29
i486	18	Day18,19:17	R2	28	90	AY(8);AK(5);BF(2);AB(3);AH(13);AP(7);AF(4);AV(7);AD(2);BB(3);AX(5);AG(2);AU(1);AQ(1);AE(4);AW(4);BE(1);BC(2);AO(1);AA(1);AT(1);BD(1);BG(2);AC(2);AJ(1);AR(4);AI(1);AN(2);	Day18,20:39	Day18,21:20
i485	18	Day18,18:34	R3	31	80	AA(2);AI(1);AR(8);AH(7);AS(1);AU(2);AK(6);AX(6);AF(7);AV(2);AB(4);AC(2);AN(3);BG(1);AD(3);AL(1);AJ(3);AT(2);AY(1);AO(1);AW(3);BC(1);AE(1);AM(1);AP(2);BA(1);BF(1);BE(2);AZ(1);AQ(3);BB(1);	Day18,21:30	Day18,22:6
i480	18	Day18,16:28	R4	22	60	BC(1);AP(2);AH(5);AD(2);AQ(3);AR(2);AE(2);BD(1);AW(8);AV(4);AM(2);AK(6);AF(5);AJ(4);AB(3);BG(2);AX(1);AA(1);AN(1);AY(3);AS(1);AI(1);	Day18,22:16	Day18,22:43
i487	18	Day18,20:3	R6	26	60	AK(4);AJ(4);AZ(2);AP(3);BE(1);AV(4);AB(3);BG(2);AX(3);BA(3);BC(3);AR(5);AQ(2);AA(2);AH(5);BD(1);AW(3);AM(1);AY(1);AL(2);AU(1);AS(1);AI(1);AD(1);BB(1);AO(1);	Day18,22:53	Day18,23:20
i482	18	Day18,17:5	R5	22	50	AN(1);AF(1);AQ(2);AV(5);AH(10);AA(2);BE(3);AW(3);AB(2);AY(1);AP(2);AO(1);AC(3);AS(1);AD(1);AK(2);AM(1);AE(1);BB(3);BF(1);BC(1);AR(3);	Day18,23:30	Day18,23:53
i488	18	Day18,21:48	R1	16	30	AD(1);BG(2);AP(4);AR(2);AN(2);AF(2);AX(1);AO(1);AJ(3);AS(1);AL(1);AV(3);AY(1);AH(4);AW(1);AU(1);	Day19,0:3	Day19,0:17
i491	18	Day18,23:41	R4	27	70	AH(6);AG(1);AR(4);BB(2);BF(4);AC(1);AM(1);AF(5);AY(1);BC(2);AW(3);AS(3);AV(4);AN(3);AJ(3);AB(2);AK(7);AT(2);BE(2);AP(5);AX(2);BD(2);AD(1);AE(1);AA(1);AQ(1);AU(1);	Day19,0:27	Day19,0:59
i490	18	Day18,23:22	R3	26	60	AT(3);AY(1);AH(5);BF(3);AB(2);AK(6);BA(2);AE(2);AX(3);AN(3);AW(3);AA(4);AF(2);AR(2);BG(1);AV(5);AI(1);AC(1);AS(1);AL(3);AJ(2);BC(1);AM(1);AP(1);BD(1);AO(1);	Day19,1:9	Day19,1:36
i489	18	Day18,23:7	R2	18	30	AF(2);AV(4);AH(3);AB(2);AE(2);AY(2);AI(1);AK(2);BC(1);BE(1);AL(1);AQ(1);AR(1);AN(2);AU(1);AP(1);AW(1);AD(2);	Day19,1:46	Day19,2:0
